time,input_voltage,el_power
842.76,3.0,1118.92053840945
842.84,3.445,1259.65683471388
843.04058,10.0,1365.30768377761
843.56,3.0,1204.4243136326
843.76,3.0,1203.61170560061
843.84,3.445,1384.03593405555
844.03968,10.0,1366.74673212554
844.56,3.0,1131.37251518427
844.8,3.0,1121.87552066769
844.84,3.445,1240.87213129361
845.03878,10.0,1386.72980941644
845.56,3.0,1212.64971820925
845.82,3.0,1197.02346218472
845.84,3.445,1376.89337358201
846.03788,10.0,1397.53476489183
846.58,3.0,1125.66167645954
846.82,3.0,1123.10133935043
846.84,3.445,1260.68902673045
847.03698,10.0,1385.19217843472
847.6,3.0,1212.60174239495
847.72,3.0,1089.89506632597
847.82,3.0,1191.10760576448
847.84,3.445,1369.79067459314
848.03608,10.0,1403.27004052024
848.6,3.0,1133.14889305852
848.74,3.0,1179.8431786361
848.82,3.0,1117.06510329181
848.84,3.445,1256.11457318047
849.03518,10.0,1423.42695286311
849.22,3.0,1238.51128507441
849.64,3.0,1215.24005988396
849.78,3.0,1099.49755289915
849.82,3.0,1188.21652673213
849.84,3.445,1367.03620808588
850.03428,10.0,1405.34469211398
850.24,3.0,1149.56372828308
850.66,3.0,1122.01403393544
850.8,3.0,1181.55114156417
850.82,3.0,1121.01224301979
850.84,3.445,1260.43278637223
851.03338,10.0,1423.76026026634
851.26,3.0,1226.95916503745
851.66,3.0,1216.29783436881
851.82,3.0,1100.82381915752
851.82,3.0,1196.06700557909
851.84,3.445,1369.99467784357
852.03248,10.0,1411.62992726565
852.28,3.0,1158.08696063878
852.72,3.0,1120.99604720802
852.82,3.0,1114.64773078946
852.82,3.0,1185.36932537591
852.84,3.445,1259.7241392479
853.03158,10.0,1437.98211553092
853.3,3.0,1230.43529423686
853.74,3.0,1213.24712789388
853.82,3.0,1195.58767415168
853.84,3.0,1094.25058829291
853.84,3.445,1385.36846417294
854.03068,10.0,1426.22581227096
854.4,3.0,1144.83870878871
854.74,3.0,1125.57877325484
854.84,3.445,1253.02080437887
854.84,3.0,1158.56729626447
854.86,3.0,1119.24117788876
855.02978,10.0,1444.56758329025
855.42,3.0,1235.79862073612
855.76,3.0,1206.65769209698
855.84,3.0,1083.70877037449
855.84,3.445,1359.57130785298
855.88,3.0,1198.34894042232
856.02888,10.0,1457.34988261764
856.48,3.0,1157.0762734167
856.76,3.0,1124.70152956484
856.84,3.445,1245.50194394272
856.84,3.0,1151.72851712422
856.88,3.0,1113.80890862374
857.02798,10.0,1442.31963049028
857.48,3.0,1238.25681021938
857.76,3.0,1216.68952836368
857.84,3.0,1087.16681201196
857.84,3.445,1356.87597851701
857.88,3.0,1198.39662308163
858.02708,10.0,1458.11057120232
858.5,3.0,1155.86260013594
858.76,3.0,1130.16142344109
858.84,3.445,1238.58401314048
858.84,3.0,1172.56631656352
858.94,3.0,1111.45469784812
859.02618,10.0,1456.66566688506
859.5,3.0,1223.66368572615
859.76,3.0,1213.70212308137
859.84,3.445,1340.2995376358
859.88,3.0,1093.19660958886
859.98,3.0,1201.31463069922
860.02528,10.0,1477.27759866957
860.5,3.0,1146.37531589744
860.76,3.0,1140.85010408168
860.84,3.445,1252.17427358722
860.88,3.0,1182.65255509109
861.0,3.0,1123.50254779343
861.02438,10.0,1462.9120326072
861.5,3.0,1228.04595215341
861.76,3.0,1224.47337933509
861.84,3.445,1351.67099476537
861.92,3.0,1088.18869232714
862.02,3.0,1206.45015168577
862.02348,10.0,1486.56523302385
862.5,3.0,1143.4928735413
862.76,3.0,1129.87289726648
862.84,3.445,1247.96381886484
862.96,3.0,1179.20803202808
863.02,3.0,1120.4747521426
863.02258,10.0,1474.30662479458
863.52,3.0,1242.05669067867
863.78,3.0,1227.75879824866
863.84,3.445,1372.6079245999
863.96,3.0,1091.78266682116
864.02,3.0,1199.84378370737
864.02168,10.0,1494.21316769369
864.52,3.0,1156.09878039973
864.8,3.0,1134.81555258463
864.84,3.445,1239.10521237183
864.96,3.0,1184.24855137618
865.02078,10.0,1481.83035071352
865.04,3.0,1131.34288821045
865.62,3.0,1221.88422926931
865.8,3.0,1222.69346543788
865.84,3.445,1355.82646134591
865.96,3.0,1110.56649371556
866.01988,10.0,1510.22255803863
866.04,3.0,1210.25817911128
866.7,3.0,1139.86960923822
866.84,3.445,1242.58277604251
866.86,3.0,1144.87222748486
866.96,3.0,1179.52277273138
867.01898,10.0,1489.92099836653
867.04,3.0,1124.22348837358
867.72,3.0,1221.27408006315
867.84,3.445,1342.63954994017
867.92,3.0,1215.68303119168
867.96,3.0,1113.39288459086
868.01808,10.0,1504.34605326814
868.08,3.0,1206.02596504002
868.72,3.0,1140.38317314076
868.84,3.445,1248.91151307293
868.96,3.0,1185.33818355321
868.96,3.0,1135.52815212562
869.01718,10.0,1498.54807316304
869.1,3.0,1127.8425687813
869.76,3.0,1231.39065901194
869.84,3.445,1361.54682292433
869.96,3.0,1101.26215134699
869.96,3.0,1224.7922219273
870.01628,10.0,1524.67003371677
870.12,3.0,1214.98584270648
870.78,3.0,1152.23632271795
870.84,3.445,1254.91014330699
871.0,3.0,1140.44312720526
871.01538,10.0,1507.91113808222
871.02,3.0,1197.70144533633
871.14,3.0,1128.18993638827
871.8,3.0,1215.18902308983
871.84,3.445,1362.71429734191
872.0,3.0,1231.29739526659
872.01448,10.0,1535.73117836274
872.02,3.0,1111.84679354153
872.16,3.0,1224.77984157355
872.8,3.0,1142.52117024738
872.84,3.445,1242.9793586715
873.0,3.0,1149.45710726439
873.01358,10.0,1519.78426683332
873.04,3.0,1200.71247653032
873.16,3.0,1127.20207812109
873.8,3.0,1221.07059500938
873.84,3.445,1368.12813099229
874.0,3.0,1226.14787242933
874.01268,10.0,1539.92286231601
874.04,3.0,1109.94548364988
874.2,3.0,1223.64515827809
874.8,3.0,1141.66390214984
874.84,3.445,1254.08078423188
875.0,3.0,1147.55441689461
875.01178,10.0,1523.88241099994
875.06,3.0,1190.67398010314
875.22,3.0,1126.82340701745
875.8,3.0,1219.01796528524
875.84,3.445,1356.16549492996
876.0,3.0,1232.75005772464
876.01088,10.0,1547.52128381819
876.08,3.0,1097.43729161853
876.24,3.0,1216.02309682248
876.82,3.0,1136.93686107317
876.84,3.445,1247.23957328146
877.00998,10.0,1536.97849775916
877.02,3.0,1155.73889389131
877.08,3.0,1187.33007919729
877.24,3.0,1136.38386928822
877.84,3.445,1364.64156861842
877.88,3.0,1219.94372458258
878.00908,10.0,1558.97974519685
878.02,3.0,1227.91697650847
878.08,3.0,1112.88424409969
878.24,3.0,1213.7909723388
878.84,3.445,1250.90411022534
878.88,3.0,1139.80299338229
879.00818,10.0,1553.1564959794
879.02,3.0,1151.67640565453
879.08,3.0,1185.37078893958
879.26,3.0,1134.91020179569
879.84,3.445,1358.37163236213
879.88,3.0,1220.75792319483
880.00728,10.0,1573.20479349035
880.02,3.0,1229.06378931343
880.08,3.0,1108.15246888177
880.26,3.0,1214.05467126278
880.84,3.445,1261.27820242979
880.94,3.0,1125.02142580597
881.00638,10.0,1556.78909637593
881.02,3.0,1147.11963334613
881.08,3.0,1184.00942681194
881.26,3.0,1133.67691370481
881.84,3.445,1357.27136095196
881.94,3.0,1220.2702670113
882.00548,10.0,1577.39429093834
882.04,3.0,1240.87835628894
882.08,3.0,1104.80890225636
882.26,3.0,1217.99262402074
882.84,3.445,1239.70423286869
882.96,3.0,1128.31745132074
883.00458,10.0,1594.29115244152
883.1,3.0,1143.21056494102
883.14,3.0,1195.02293945531
883.26,3.0,1130.16756408831
883.84,3.445,1378.63748725215
883.96,3.0,1219.77360798452
884.00368,10.0,1577.55536151397
884.14,3.0,1235.30272960246
884.16,3.0,1101.03632758738
884.28,3.0,1207.75998687706
884.84,3.445,1229.00436248765
884.96,3.0,1140.94051053441
885.00278,10.0,1604.39106475553
885.2,3.0,1161.69838871996
885.2,3.0,1184.43278468953
885.34,3.0,1119.62400878769
885.84,3.445,1347.26818152141
885.96,3.0,1221.75940129558
886.00188,10.0,1592.26529904357
886.24,3.0,1105.25834941334
886.3,3.0,1238.83003416332
886.34,3.0,1204.68261454671
886.84,3.445,1255.09998916013
886.96,3.0,1149.68524584769
887.00098,10.0,1611.03850912419
887.28,3.0,1185.53911132643
887.36,3.0,1146.26829607416
887.36,3.0,1117.163325326
887.84,3.445,1353.27099653661
887.98,3.0,1217.15786109908
888.00008,10.0,1596.47380301651
888.3,3.0,1112.00588871071
888.4,3.0,1214.39570391263
888.42,3.0,1192.94027945829
888.84,3.445,1260.76054664191
888.98,3.0,1132.15408891317
888.99918,10.0,1620.58242159844
889.3,3.0,1183.19093335548
889.46,3.0,1113.20437396009
889.46,3.0,1142.80383826157
889.84,3.445,1354.68128965554
889.98,3.0,1216.40558095615
889.99828,10.0,1633.98442959237
890.3,3.0,1098.6733087097
890.46,3.0,1196.34701684973
890.5,3.0,1221.40636523289
890.84,3.445,1258.88190951653
890.99738,10.0,1617.07106123841
891.02,3.0,1142.547560827
891.3,3.0,1188.84032306471
891.48,3.0,1113.34997732094
891.5,3.0,1140.26005922478
891.84,3.445,1375.7998931346
891.99648,10.0,1631.26194755314
892.04,3.0,1224.77833334204
892.3,3.0,1099.00328720422
892.48,3.0,1181.43290691086
892.5,3.0,1221.47336554908
892.84,3.445,1258.20108900677
892.99558,10.0,1644.61615149667
893.1,3.0,1140.9018986458
893.32,3.0,1186.50794807296
893.48,3.0,1110.29092310461
893.5,3.0,1143.25336933084
893.84,3.445,1376.30473266295
893.99468,10.0,1630.60701936101
894.14,3.0,1220.16661618707
894.32,3.0,1095.03182002997
894.48,3.0,1193.05227542426
894.5,3.0,1226.43980952113
894.84,3.445,1251.43124975119
894.99378,10.0,1631.70518055322
895.18,3.0,1133.53690889398
895.34,3.0,1177.63103428831
895.48,3.0,1114.78399926745
895.5,3.0,1136.13867992438
895.84,3.445,1368.63547803234
895.99288,10.0,1665.49495839847
896.24,3.0,1229.79984744984
896.36,3.0,1091.51554967996
896.5,3.0,1190.2352728805
896.52,3.0,1226.95526302284
896.84,3.445,1243.26983178309
896.99198,10.0,1654.58432281016
897.26,3.0,1141.55928575914
897.36,3.0,1173.70394923375
897.5,3.0,1104.15830056208
897.54,3.0,1151.57788441943
897.84,3.445,1356.75535179495
897.99108,10.0,1660.67450883823
898.26,3.0,1228.71374278605
898.42,3.0,1083.6393713272
898.52,3.0,1199.79334180409
898.58,3.0,1233.66772682223
898.84,3.445,1255.08676576275
898.99018,10.0,1678.8718219661
899.28,3.0,1143.86864203547
899.42,3.0,1168.93762373419
899.54,3.0,1115.13379661082
899.6,3.0,1131.7614061162
899.84,3.445,1371.98960920091
899.98928,10.0,1674.1791731756
900.28,3.0,1215.36122356097
900.42,3.0,1102.20275702407
900.58,3.0,1204.72707790053
900.6,3.0,1226.28156409362
900.84,3.445,1242.23222231474
900.98838,10.0,1691.90532755797
901.28,3.0,1142.40065877278
901.42,3.0,1168.77531971596
901.64,3.0,1120.40322076955
901.66,3.0,1133.42654371728
901.84,3.445,1360.24536351309
901.98748,10.0,1681.44573965575
902.28,3.0,1225.64482525395
902.42,3.0,1095.45127281217
902.66,3.0,1203.98256319414
902.66,3.0,1229.32069614426
902.84,3.445,1242.38958525262
902.98658,10.0,1702.70032455739
903.28,3.0,1133.85311752807
903.42,3.0,1169.6419174121
903.68,3.0,1143.57862788416
903.7,3.0,1112.38605034129
903.84,3.445,1363.34324045266
903.98568,10.0,1713.54769142011
904.28,3.0,1226.12484367296
904.42,3.0,1097.25359963718
904.7,3.0,1203.12000155287
904.72,3.0,1224.58246016433
904.84,3.445,1251.62299867874
904.98478,10.0,1692.77656175528
905.28,3.0,1132.82933166627
905.44,3.0,1179.11477521585
905.74,3.0,1138.74327781813
905.74,3.0,1114.34072288993
905.84,3.445,1390.35085858372
905.98388,10.0,1722.26363770209
906.28,3.0,1227.13403818693
906.46,3.0,1104.82243595473
906.74,3.0,1195.83907598684
906.76,3.0,1216.30136556907
906.84,3.445,1236.09967865787
906.98298,10.0,1708.23856091282
907.32,3.0,1129.19790867323
907.48,3.0,1190.03616766317
907.74,3.0,1126.21117381792
907.78,3.0,1144.55327549466
907.84,3.445,1364.52368120364
907.98208,10.0,1723.55156718144
908.36,3.0,1220.00086170801
908.52,3.0,1102.85999885618
908.74,3.0,1213.12983255378
908.78,3.0,1228.62009840248
908.84,3.445,1257.96867870968
908.98118,10.0,1713.09816456037
909.4,3.0,1130.93986461968
909.54,3.0,1185.32788509305
909.76,3.0,1126.95149787997
909.78,3.0,1150.30711311593
909.84,3.445,1357.61535204212
909.98028,10.0,1741.65397583639
910.4,3.0,1220.90426661912
910.58,3.0,1101.00090168405
910.76,3.0,1217.45934027781
910.78,3.0,1222.09103830012
910.84,3.445,1253.70037585352
910.97938,10.0,1728.0043623732
911.42,3.0,1133.92130980193
911.58,3.0,1198.34081485833
911.78,3.0,1154.76830544035
911.82,3.0,1126.32595828564
911.84,3.445,1359.90478156608
911.97848,10.0,1751.30946042217
912.46,3.0,1216.48530904794
912.58,3.0,1122.59374457022
912.78,3.0,1229.60122398864
912.84,3.445,1250.41533631744
912.84,3.0,1209.86485643246
912.97758,10.0,1746.39413634439
913.46,3.0,1135.83977028033
913.58,3.0,1196.68506244199
913.78,3.0,1151.72180757186
913.84,3.445,1380.04708749946
913.88,3.0,1123.97502050339
913.97668,10.0,1762.55834008128
914.46,3.0,1220.29975911318
914.58,3.0,1112.41851184816
914.8,3.0,1219.28942441701
914.84,3.445,1239.37437085165
914.9,3.0,1215.36442836053
914.97578,10.0,1746.903446667
915.46,3.0,1140.25883429012
915.58,3.0,1197.9549636631
915.84,3.445,1380.37995359805
915.86,3.0,1135.05304636987
915.9,3.0,1124.13973963653
915.97488,10.0,1768.87446091485
916.46,3.0,1221.55232167581
916.58,3.0,1113.6136830489
916.84,3.445,1263.04959783949
916.88,3.0,1220.61491883694
916.92,3.0,1222.9730743803
916.97398,10.0,1784.33627815531
917.46,3.0,1149.34096484456
917.62,3.0,1193.62365707162
917.84,3.445,1376.30623784847
917.9,3.0,1133.03389289693
917.97308,10.0,1764.3453204554
918.0,3.0,1132.74059371121
918.46,3.0,1219.4683745085
918.62,3.0,1107.0306944449
918.84,3.445,1266.86408321891
918.94,3.0,1220.50151852086
918.97218,10.0,1792.27060930895
919.04,3.0,1222.71700323648
919.5,3.0,1141.42894806524
919.64,3.0,1195.03364315508
919.84,3.445,1371.90694932288
919.97128,10.0,1776.85397706109
920.02,3.0,1143.17782625388
920.04,3.0,1143.10363037419
920.52,3.0,1230.49733902887
920.64,3.0,1114.72246013658
920.84,3.445,1256.66400513069
920.97038,10.0,1802.18609860034
921.04,3.0,1215.41326326678
921.12,3.0,1237.76502116836
921.56,3.0,1141.34404933725
921.64,3.0,1193.0430230226
921.84,3.445,1370.75605160393
921.96948,10.0,1789.28360412373
922.06,3.0,1152.64276864899
922.14,3.0,1153.56408062893
922.6,3.0,1236.53079354377
922.64,3.0,1109.44849948213
922.84,3.445,1270.1876556534
922.96858,10.0,1822.25885442485
923.06,3.0,1225.64066951046
923.16,3.0,1225.69023043246
923.64,3.0,1144.68361514012
923.64,3.0,1194.8917392381
923.84,3.445,1373.58243506178
923.96768,10.0,1812.56782790154
924.06,3.0,1134.37422968846
924.22,3.0,1151.19805973949
924.64,3.0,1115.42137937966
924.66,3.0,1231.47458770534
924.84,3.445,1259.47278715251
924.96678,10.0,1829.35210623575
925.1,3.0,1224.31345730172
925.22,3.0,1233.29137390181
925.64,3.0,1190.71971779134
925.68,3.0,1157.60116393786
925.84,3.445,1364.63395699208
925.96588,10.0,1821.79015232538
926.16,3.0,1123.8167562514
926.22,3.0,1142.73742463595
926.64,3.0,1108.11141352756
926.68,3.0,1234.42245537757
926.84,3.445,1266.52221713996
926.96498,10.0,1849.13061652056
927.18,3.0,1221.49340762451
927.22,3.0,1235.74759208199
927.64,3.0,1198.18548190291
927.68,3.0,1151.9830455948
927.84,3.445,1384.63489671541
927.96408,10.0,1832.70221402498
928.22,3.0,1151.16998379557
928.22,3.0,1121.89277858363
928.68,3.0,1235.22631423239
928.68,3.0,1114.15006151633
928.84,3.445,1280.96514219393
928.96318,10.0,1835.80218493011
929.22,3.0,1230.37107308635
929.28,3.0,1216.39119011244
929.68,3.0,1155.10318334019
929.68,3.0,1195.24193090397
929.84,3.445,1364.46512452138
929.96228,10.0,1871.6027401656
930.22,3.0,1137.69336710191
930.3,3.0,1134.77466581193
930.68,3.0,1234.35235442298
930.7,3.0,1105.7224030863
930.84,3.445,1249.30241867142
930.96138,10.0,1851.10980585762
931.26,3.0,1231.125890773
931.4,3.0,1202.64914674219
931.68,3.0,1151.15004704763
931.72,3.0,1196.38140690643
931.84,3.445,1365.57283777013
931.96048,10.0,1873.99329883615
932.26,3.0,1145.72749917493
932.5,3.0,1104.78545203364
932.68,3.0,1242.00482073438
932.72,3.0,1120.74376747906
932.84,3.445,1256.43760792118
932.95958,10.0,1858.29865127888
933.3,3.0,1226.06421825477
933.52,3.0,1191.92863199876
933.72,3.0,1194.61248014896
933.72,3.0,1146.77383854597
933.84,3.445,1370.95158665106
933.95868,10.0,1890.97142789736
934.36,3.0,1144.18431003085
934.52,3.0,1114.10159121965
934.72,3.0,1231.52669253429
934.74,3.0,1110.28332866698
934.84,3.445,1258.2735715983
934.95778,10.0,1871.26490662723
935.38,3.0,1231.00965385963
935.52,3.0,1196.43396186394
935.72,3.0,1139.59645676035
935.74,3.0,1183.05701674782
935.84,3.445,1360.34632085175
935.95688,10.0,1893.21837921535
936.38,3.0,1144.68576870545
936.52,3.0,1124.65938761775
936.74,3.0,1100.20307510945
936.78,3.0,1218.80246387122
936.84,3.445,1251.02354485666
936.95598,10.0,1885.81600265795
937.42,3.0,1227.54560018995
937.52,3.0,1190.26560021411
937.74,3.0,1185.33827693251
937.8,3.0,1145.67065237326
937.84,3.445,1361.48610374389
937.95508,10.0,1906.40332783148
938.42,3.0,1146.26555065021
938.54,3.0,1114.15950722244
938.74,3.0,1103.20022996014
938.82,3.0,1235.07401831299
938.84,3.445,1247.94323766127
938.95418,10.0,1892.522438963
939.46,3.0,1231.54835050326
939.56,3.0,1193.42695882869
939.74,3.0,1177.81536301816
939.82,3.0,1148.63899430757
939.84,3.445,1352.3975129826
939.95328,10.0,1925.15165714742
940.46,3.0,1140.69944427689
940.62,3.0,1111.96937224502
940.74,3.0,1095.73599102381
940.84,3.445,1244.66923853741
940.84,3.0,1233.02066787078
940.95238,10.0,1908.69188315652
941.48,3.0,1231.78831113978
941.64,3.0,1199.67107820928
941.74,3.0,1189.55286077564
941.84,3.0,1157.15993273575
941.84,3.445,1358.09684901208
941.95148,10.0,1904.88400908738
942.48,3.0,1148.70733757915
942.68,3.0,1107.72218623395
942.78,3.0,1092.36437352934
942.84,3.445,1249.95011009738
942.84,3.0,1232.53342304211
942.95058,10.0,1927.21831087998
943.48,3.0,1228.34168852306
943.7,3.0,1202.41504791921
943.8,3.0,1189.84687769343
943.84,3.0,1146.19178084155
943.84,3.445,1351.14556374208
943.94968,10.0,1942.49355312884
944.48,3.0,1151.57007104045
944.72,3.0,1110.06075798042
944.82,3.0,1101.1880666534
944.84,3.0,1232.64378611085
944.84,3.445,1248.93975224189
944.94878,10.0,1920.20563796505
945.48,3.0,1226.34756401953
945.72,3.0,1194.50934113508
945.84,3.0,1143.31884510459
945.84,3.445,1364.38311836549
945.86,3.0,1190.19900063092
945.94788,10.0,1941.62211669966
946.48,3.0,1151.54801896603
946.78,3.0,1119.82727439654
946.84,3.445,1237.41306928
946.86,3.0,1111.10493095812
946.86,3.0,1226.98035397439
946.94698,10.0,1953.2790027691
947.5,3.0,1237.43343760748
947.78,3.0,1191.93723171852
947.84,3.445,1366.16298131012
947.86,3.0,1185.55560859648
947.88,3.0,1133.73733028948
947.94608,10.0,1939.38941684733
948.5,3.0,1146.53888729573
948.78,3.0,1122.49727944374
948.84,3.445,1267.25474427972
948.86,3.0,1115.28606200088
948.92,3.0,1226.53089968527
948.94518,10.0,1955.38862033675
949.52,3.0,1240.28620882884
949.78,3.0,1203.98321195302
949.84,3.445,1369.11872085171
949.86,3.0,1196.96032898419
949.94428,10.0,1944.97445122459
949.96,3.0,1140.16355628741
950.54,3.0,1146.80097452529
950.78,3.0,1131.62844108733
950.84,3.445,1273.90106876215
950.86,3.0,1115.59494539578
950.94338,10.0,1964.62663080467
951.02,3.0,1208.69911810438
951.58,3.0,1237.53675820926
951.78,3.0,1199.38647000232
951.84,3.445,1364.67942402403
951.86,3.0,1204.13365854694
951.94248,10.0,1953.74411269657
952.08,3.0,1133.66003022376
952.64,3.0,1164.1619221279
952.78,3.0,1122.55594125267
952.84,3.445,1262.33991455646
952.9,3.0,1111.89218073814
952.94158,10.0,1980.68374780153
953.16,3.0,1223.39518548112
953.66,3.0,1241.99902465767
953.82,3.0,1201.37144089369
953.84,3.445,1366.89506562686
953.94,3.0,1192.28289513665
953.94068,10.0,1965.18356347086
954.16,3.0,1138.68396919479
954.7,3.0,1142.21067950459
954.84,3.445,1223.26514149928
954.88,3.0,1116.00953186547
954.93978,10.0,1993.41233535506
954.98,3.0,1115.33598691643
955.16,3.0,1212.08404714928
955.76,3.0,1240.54392328387
955.84,3.445,1393.36007007422
955.93888,10.0,1975.13467291933
955.96,3.0,1199.01603170129
956.04,3.0,1206.98867429202
956.16,3.0,1138.7887471026
956.76,3.0,1149.99670126184
956.84,3.445,1268.71939066433
956.93798,10.0,2002.4813064149
957.02,3.0,1118.59856706516
957.06,3.0,1109.07163763814
957.16,3.0,1213.54621641733
957.76,3.0,1232.56727288307
957.84,3.445,1378.54232816898
957.93708,10.0,2010.59079821072
958.02,3.0,1208.50592382756
958.06,3.0,1203.69849259579
958.16,3.0,1133.83213384306
958.78,3.0,1140.68917084074
958.84,3.445,1250.98045513836
958.93618,10.0,1992.27812029559
959.04,3.0,1126.21685972082
959.06,3.0,1122.35291142637
959.16,3.0,1221.12643723754
959.78,3.0,1227.77874521148
959.84,3.445,1393.74130485859
959.93528,10.0,2015.58237973761
960.06,3.0,1191.71124167698
960.06,3.0,1213.59744688604
960.16,3.0,1129.41156791937
960.78,3.0,1136.85495654178
960.84,3.445,1256.17155309198
960.93438,10.0,2034.43351645948
961.06,3.0,1118.13560448302
961.08,3.0,1123.76074564526
961.16,3.0,1225.32427124366
961.8,3.0,1226.99400901333
961.84,3.445,1383.6093486294
961.93348,10.0,2017.75833276145
962.06,3.0,1192.91604728051
962.08,3.0,1205.82096240301
962.16,3.0,1128.68722091653
962.8,3.0,1145.7319159095
962.84,3.445,1273.98732928957
962.93258,10.0,2045.9643879707
963.08,3.0,1110.34047200571
963.08,3.0,1127.59454978987
963.18,3.0,1222.87026730938
963.8,3.0,1231.30050797906
963.84,3.445,1360.55326879771
963.93168,10.0,2034.02903267799
964.08,3.0,1200.21940972382
964.1,3.0,1206.15708361734
964.22,3.0,1141.44305993201
964.82,3.0,1133.82372637722
964.84,3.445,1268.95102544208
964.93078,10.0,2058.86616691806
965.08,3.0,1124.19397991727
965.1,3.0,1122.41521472413
965.26,3.0,1220.55104450381
965.84,3.445,1372.19063473149
965.84,3.0,1228.56606823003
965.92988,10.0,2041.02459394511
966.08,3.0,1208.51531327397
966.14,3.0,1198.31395913993
966.28,3.0,1128.82988976809
966.84,3.445,1264.27448222013
966.9,3.0,1140.36679123239
966.92898,10.0,2066.62417773176
967.08,3.0,1126.20897690113
967.16,3.0,1110.04825415815
967.34,3.0,1227.39293668224
967.84,3.445,1366.76243006764
967.92808,10.0,2077.51309725153
967.96,3.0,1228.3688757169
968.12,3.0,1208.34886457246
968.18,3.0,1202.24229412415
968.34,3.0,1137.50803327355
968.84,3.445,1254.97081499203
968.92718,10.0,2062.74260777919
969.0,3.0,1142.26277447636
969.14,3.0,1112.77732873051
969.24,3.0,1112.80702618196
969.34,3.0,1230.26196320831
